journey_id,train_no,segment,station_from,station_to,day_of_week,time_of_day,season,weather_flag,trains_ahead,delay_at_entry,delay_at_exit
91,13028,RPH-SNT,RPH,SNT,3,553.32,winter,cloudy,2,6.61,9.09
91,13028,SNT-AMP,SNT,AMP,3,575.97,winter,cloudy,2,9.09,14.64
91,13028,AMP-BHP,AMP,BHP,3,589.18,winter,cloudy,2,14.64,18.97
91,13028,BHP-BWN,BHP,BWN,3,606.37,winter,cloudy,2,18.97,26.56
91,13028,BWN-BDC,BWN,BDC,3,686.77,winter,cloudy,2,26.56,34.59
91,13028,BDC-HWH,BDC,HWH,3,760.7,winter,cloudy,2,34.59,37.73
92,13028,NHT-RPH,NHT,RPH,3,528.2,winter,cloudy,2,9.08,8.39
92,13028,RPH-SNT,RPH,SNT,3,546.81,winter,cloudy,2,8.39,13.03
92,13028,SNT-AMP,SNT,AMP,3,573.85,winter,cloudy,2,13.03,15.18
92,13028,AMP-BHP,AMP,BHP,3,587.57,winter,cloudy,2,15.18,18.35
92,13028,BHP-BWN,BHP,BWN,3,606.93,winter,cloudy,2,18.35,20.18
92,13028,BWN-BDC,BWN,BDC,3,690.08,winter,cloudy,2,20.18,26.83
92,13028,BDC-HWH,BDC,HWH,3,763.33,winter,cloudy,2,26.83,27.99
93,13028,NHT-RPH,NHT,RPH,4,531.01,winter,clear,2,1.56,8.4
93,13028,RPH-SNT,RPH,SNT,4,549.55,winter,clear,2,8.4,13.23
93,13028,SNT-AMP,SNT,AMP,4,568.98,winter,clear,2,13.23,15.12
93,13028,AMP-BHP,AMP,BHP,4,587.24,winter,clear,2,15.12,18.28
93,13028,BHP-BWN,BHP,BWN,4,608.54,winter,clear,2,18.28,20.91
93,13028,BWN-BDC,BWN,BDC,4,689.82,winter,clear,2,20.91,24.94
93,13028,BDC-HWH,BDC,HWH,4,763.51,winter,clear,2,24.94,31.6
94,13028,NHT-RPH,NHT,RPH,0,528.15,autumn,clear,3,0.46,3.56
94,13028,RPH-SNT,RPH,SNT,0,552.78,autumn,clear,3,3.56,11.21
94,13028,SNT-AMP,SNT,AMP,0,574.69,autumn,clear,3,11.21,16.1
94,13028,AMP-BHP,AMP,BHP,0,589.14,autumn,clear,3,16.1,13.01
94,13028,BHP-BWN,BHP,BWN,0,609.99,autumn,clear,3,13.01,25.94
94,13028,BWN-BDC,BWN,BDC,0,693.11,autumn,clear,3,25.94,32.44
94,13028,BDC-HWH,BDC,HWH,0,761.6,autumn,clear,3,32.44,37.06
95,13028,NHT-RPH,NHT,RPH,6,525.25,summer,cloudy,3,0.0,3.41
95,13028,RPH-SNT,RPH,SNT,6,549.37,summer,cloudy,3,3.41,6.29
95,13028,SNT-AMP,SNT,AMP,6,573.56,summer,cloudy,3,6.29,11.0
95,13028,AMP-BHP,AMP,BHP,6,591.39,summer,cloudy,3,11.0,10.26
95,13028,BHP-BWN,BHP,BWN,6,606.74,summer,cloudy,3,10.26,12.83
95,13028,BWN-BDC,BWN,BDC,6,691.34,summer,cloudy,3,12.83,24.14
95,13028,BDC-HWH,BDC,HWH,6,765.01,summer,cloudy,3,24.14,33.03
96,13028,NHT-RPH,NHT,RPH,3,525.97,monsoon,clear,2,1.77,7.96
96,13028,RPH-SNT,RPH,SNT,3,550.24,monsoon,clear,2,7.96,14.27
96,13028,SNT-AMP,SNT,AMP,3,573.63,monsoon,clear,2,14.27,19.93
96,13028,AMP-BHP,AMP,BHP,3,586.61,monsoon,clear,2,19.93,20.07
96,13028,BHP-BWN,BHP,BWN,3,606.56,monsoon,clear,2,20.07,25.69
96,13028,BWN-BDC,BWN,BDC,3,691.35,monsoon,clear,2,25.69,32.13
96,13028,BDC-HWH,BDC,HWH,3,757.02,monsoon,clear,2,32.13,35.15
97,13028,NHT-RPH,NHT,RPH,1,527.85,autumn,clear,2,2.02,1.91
97,13028,RPH-SNT,RPH,SNT,1,555.95,autumn,clear,2,1.91,6.65
97,13028,SNT-AMP,SNT,AMP,1,574.4,autumn,clear,2,6.65,8.62
97,13028,AMP-BHP,AMP,BHP,1,586.77,autumn,clear,2,8.62,10.79
97,13028,BHP-BWN,BHP,BWN,1,605.98,autumn,clear,2,10.79,15.77
97,13028,BWN-BDC,BWN,BDC,1,687.09,autumn,clear,2,15.77,23.84
97,13028,BDC-HWH,BDC,HWH,1,758.99,autumn,clear,2,23.84,30.93
98,13028,NHT-RPH,NHT,RPH,4,526.9,autumn,cloudy,4,5.98,9.86
98,13028,RPH-SNT,RPH,SNT,4,552.67,autumn,cloudy,4,9.86,10.7
98,13028,SNT-AMP,SNT,AMP,4,573.32,autumn,cloudy,4,10.7,10.21
98,13028,AMP-BHP,AMP,BHP,4,587.89,autumn,cloudy,4,10.21,16.67
98,13028,BHP-BWN,BHP,BWN,4,609.47,autumn,cloudy,4,16.67,16.07
98,13028,BWN-BDC,BWN,BDC,4,687.88,autumn,cloudy,4,16.07,21.81
98,13028,BDC-HWH,BDC,HWH,4,762.36,autumn,cloudy,4,21.81,26.81
99,13028,NHT-RPH,NHT,RPH,2,528.98,winter,clear,0,6.57,7.53
99,13028,RPH-SNT,RPH,SNT,2,554.26,winter,clear,0,7.53,10.17
99,13028,SNT-AMP,SNT,AMP,2,578.65,winter,clear,0,10.17,11.62
99,13028,AMP-BHP,AMP,BHP,2,586.8,winter,clear,0,11.62,11.05
99,13028,BHP-BWN,BHP,BWN,2,605.59,winter,clear,0,11.05,14.83
99,13028,BWN-BDC,BWN,BDC,2,690.96,winter,clear,0,14.83,20.21
99,13028,BDC-HWH,BDC,HWH,2,763.14,winter,clear,0,20.21,25.32
100,13028,NHT-RPH,NHT,RPH,2,527.05,summer,cloudy,2,8.57,11.91
100,13028,RPH-SNT,RPH,SNT,2,554.07,summer,cloudy,2,11.91,15.25
100,13028,SNT-AMP,SNT,AMP,2,576.95,summer,cloudy,2,15.25,18.14
100,13028,AMP-BHP,AMP,BHP,2,584.98,summer,cloudy,2,18.14,22.81
100,13028,BHP-BWN,BHP,BWN,2,601.74,summer,cloudy,2,22.81,24.49
100,13028,BWN-BDC,BWN,BDC,2,691.14,summer,cloudy,2,24.49,28.54
100,13028,BDC-HWH,BDC,HWH,2,763.98,summer,cloudy,2,28.54,37.17
